CustomerID,Age,Subscription Months,Satisfaction Score (1-10),Feedback
2620,26.0,3.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
2621,23.0,15.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2622,25.0,,9.0,Fresh ingredients and well-balanced meals—highly recommend!
2623,21.0,13.0,7.0,"Some meals were great, others were average."
2624,,2.0,10.0,Loved the variety and convenience of the meals!
2625,13.0,1.0,8.0,Loved the variety and convenience of the meals!
2626,27.0,1.0,5.0,"The service was okay, but portions could be bigger."
2627,24.0,10.0,10.0,"Healthy, tasty, and super easy to prepare!"
2628,23.0,2.0,8.0,Loved the variety and convenience of the meals!
2629,26.0,8.0,6.0,I wish they had more flexible delivery times.
2630,18.0,9.0,6.0,"The service was okay, but portions could be bigger."
2631,35.0,3.0,8.0,The subscription saves me so much time!
2632,24.0,5.0,8.0,"Healthy, tasty, and super easy to prepare!"
2633,24.0,4.0,7.0,"The service was okay, but portions could be bigger."
2634,20.0,,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2635,25.0,3.0,10.0,"Healthy, tasty, and super easy to prepare!"
2636,32.0,1.0,9.0,The subscription saves me so much time!
2637,30.0,,7.0,"Some meals were great, others were average."
2638,29.0,8.0,9.0,"Healthy, tasty, and super easy to prepare!"
2639,28.0,9.0,5.0,"Good quality, needs more variety."
2640,,20.0,,The subscription saves me so much time!
2641,18.0,17.0,10.0,Loved the variety and convenience of the meals!
2642,24.0,2.0,7.0,"Some meals were great, others were average."
2643,24.0,4.0,5.0,"Good quality, needs more variety."
2644,30.0,11.0,6.0,"Good quality, needs more variety."
2645,,19.0,5.0,"Not bad, but not outstanding either."
2646,,3.0,,"Not bad, but not outstanding either."
2647,31.0,4.0,6.0,"Good quality, needs more variety."
2648,23.0,18.0,4.0,The meals were bland and arrived late!
2649,16.0,,,"Good quality, needs more variety."
2650,32.0,5.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
2651,32.0,18.0,5.0,"Not bad, but not outstanding either."
2652,18.0,12.0,10.0,"Great meal plans, and customer service is fantastic."
2653,,2.0,8.0,The subscription saves me so much time!
2654,27.0,3.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
2655,26.0,3.0,,I wish they had more flexible delivery times.
2656,33.0,19.0,9.0,Loved the variety and convenience of the meals!
2657,32.0,24.0,5.0,"Not bad, but not outstanding either."
2658,,11.0,,"Healthy, tasty, and super easy to prepare!"
2659,27.0,5.0,7.0,I wish they had more flexible delivery times.
2660,28.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
2661,23.0,9.0,5.0,"Not bad, but not outstanding either."
2662,25.0,3.0,5.0,"Not bad, but not outstanding either."
2663,20.0,8.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2664,23.0,7.0,,"The service was okay, but portions could be bigger."
2665,23.0,5.0,8.0,Loved the variety and convenience of the meals!
2666,,23.0,4.0,Delivery was late.
2667,26.0,,9.0,Fresh ingredients and well-balanced meals—highly recommend!
2668,23.0,,5.0,"The service was okay, but portions could be bigger."
2669,28.0,4.0,8.0,"Healthy, tasty, and super easy to prepare!"
2670,,10.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2671,24.0,8.0,6.0,"Not bad, but not outstanding either."
2672,26.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
2673,23.0,2.0,8.0,The subscription saves me so much time!
2674,24.0,1.0,,"The service was okay, but portions could be bigger."
2675,17.0,1.0,5.0,"Some meals were great, others were average."
2676,27.0,,3.0,I canceled my subscription after a week.
2677,28.0,2.0,8.0,"Healthy, tasty, and super easy to prepare!"
2678,27.0,5.0,4.0,The meals were bland and arrived late!
2679,30.0,,7.0,"Some meals were great, others were average."
2680,26.0,6.0,6.0,"Not bad, but not outstanding either."
2681,,10.0,,The subscription saves me so much time!
2682,26.0,3.0,6.0,"Good quality, needs more variety."
2683,28.0,7.0,,I wish they had more flexible delivery times.
2684,17.0,13.0,8.0,"Great meal plans, and customer service is fantastic."
2685,,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
2686,33.0,9.0,8.0,"Great meal plans, and customer service is fantastic."
2687,13.0,3.0,8.0,"Healthy, tasty, and super easy to prepare!"
2688,24.0,,4.0,Too expensive for the portion size.
2689,31.0,6.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
2690,25.0,2.0,,"Great meal plans, and customer service is fantastic."
2691,23.0,13.0,5.0,I wish they had more flexible delivery times.
2692,26.0,1.0,,"Not bad, but not outstanding either."
2693,,1.0,7.0,"Not bad, but not outstanding either."
2694,25.0,5.0,7.0,I wish they had more flexible delivery times.
2695,22.0,7.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2696,31.0,10.0,10.0,"Healthy, tasty, and super easy to prepare!"
2697,32.0,2.0,9.0,"Great meal plans, and customer service is fantastic."
2698,24.0,14.0,4.0,The meals were bland and arrived late!
2699,18.0,24.0,8.0,Loved the variety and convenience of the meals!
2700,22.0,5.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
2701,24.0,11.0,8.0,Loved the variety and convenience of the meals!
2702,28.0,5.0,9.0,"Healthy, tasty, and super easy to prepare!"
2703,,1.0,,Fresh ingredients and well-balanced meals—highly recommend!
2704,21.0,3.0,,The subscription saves me so much time!
2705,28.0,1.0,7.0,"Good quality, needs more variety."
2706,30.0,24.0,9.0,"Great meal plans, and customer service is fantastic."
2707,22.0,2.0,7.0,"Good quality, needs more variety."
2708,18.0,8.0,7.0,"Some meals were great, others were average."
2709,41.0,2.0,6.0,I wish they had more flexible delivery times.
2710,29.0,8.0,10.0,"Healthy, tasty, and super easy to prepare!"
2711,24.0,1.0,5.0,"Not bad, but not outstanding either."
2712,,12.0,10.0,Loved the variety and convenience of the meals!
2713,24.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
2714,29.0,18.0,4.0,The meals were bland and arrived late!
2715,26.0,14.0,,"Healthy, tasty, and super easy to prepare!"
2716,25.0,,,I canceled my subscription after a week.
2717,24.0,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2718,,1.0,9.0,Loved the variety and convenience of the meals!
2719,35.0,15.0,6.0,"Not bad, but not outstanding either."
2720,,1.0,7.0,"Some meals were great, others were average."
2721,18.0,,10.0,Loved the variety and convenience of the meals!
2722,24.0,6.0,6.0,"The service was okay, but portions could be bigger."
2723,20.0,2.0,5.0,"Not bad, but not outstanding either."
2724,25.0,2.0,10.0,The subscription saves me so much time!
2725,28.0,6.0,10.0,"Great meal plans, and customer service is fantastic."
2726,30.0,3.0,7.0,"Some meals were great, others were average."
2727,29.0,,9.0,"Healthy, tasty, and super easy to prepare!"
2728,23.0,6.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
2729,25.0,3.0,6.0,"Good quality, needs more variety."
2730,27.0,10.0,6.0,"Not bad, but not outstanding either."
2731,16.0,1.0,9.0,The subscription saves me so much time!
2732,28.0,7.0,10.0,The subscription saves me so much time!
2733,18.0,4.0,,"Healthy, tasty, and super easy to prepare!"
2734,35.0,4.0,5.0,"Some meals were great, others were average."
2735,23.0,2.0,10.0,Loved the variety and convenience of the meals!
2736,24.0,1.0,6.0,I wish they had more flexible delivery times.
2737,21.0,15.0,,"Good quality, needs more variety."
2738,22.0,3.0,,Loved the variety and convenience of the meals!
2739,36.0,,10.0,"Healthy, tasty, and super easy to prepare!"
2740,30.0,23.0,9.0,"Healthy, tasty, and super easy to prepare!"
2741,17.0,6.0,8.0,"Healthy, tasty, and super easy to prepare!"
2742,,4.0,,"Great meal plans, and customer service is fantastic."
2743,31.0,2.0,7.0,"The service was okay, but portions could be bigger."
2744,24.0,21.0,,Fresh ingredients and well-balanced meals—highly recommend!
2745,27.0,,,The ingredients didn’t seem fresh.
2746,25.0,8.0,6.0,I wish they had more flexible delivery times.
2747,35.0,,7.0,"Not bad, but not outstanding either."
2748,21.0,14.0,5.0,"Not bad, but not outstanding either."
2749,,10.0,8.0,Loved the variety and convenience of the meals!
2750,23.0,2.0,7.0,I wish they had more flexible delivery times.
2751,,7.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
2752,36.0,4.0,,The subscription saves me so much time!
2753,,1.0,6.0,I wish they had more flexible delivery times.
2754,,13.0,7.0,"Some meals were great, others were average."
2755,16.0,1.0,7.0,"Good quality, needs more variety."
2756,23.0,5.0,6.0,"Some meals were great, others were average."
2757,27.0,3.0,7.0,"Some meals were great, others were average."
2758,21.0,3.0,5.0,"Not bad, but not outstanding either."
2759,28.0,5.0,,I wish they had more flexible delivery times.
2760,24.0,,8.0,Loved the variety and convenience of the meals!
2761,31.0,4.0,8.0,"Healthy, tasty, and super easy to prepare!"
2762,32.0,1.0,,I wish they had more flexible delivery times.
2763,22.0,7.0,9.0,"Healthy, tasty, and super easy to prepare!"
2764,25.0,2.0,6.0,I wish they had more flexible delivery times.
2765,26.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
2766,28.0,1.0,,The subscription saves me so much time!
2767,25.0,1.0,,"The service was okay, but portions could be bigger."
2768,26.0,4.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2769,24.0,4.0,6.0,"The service was okay, but portions could be bigger."
2770,26.0,1.0,7.0,"Good quality, needs more variety."
2771,31.0,12.0,7.0,I wish they had more flexible delivery times.
2772,,1.0,6.0,I wish they had more flexible delivery times.
2773,29.0,19.0,7.0,"Some meals were great, others were average."
2774,29.0,7.0,4.0,The meals were bland and arrived late!
2775,24.0,1.0,6.0,"The service was okay, but portions could be bigger."
2776,,24.0,6.0,I wish they had more flexible delivery times.
2777,20.0,2.0,,"Not bad, but not outstanding either."
2778,31.0,4.0,7.0,I wish they had more flexible delivery times.
2779,11.0,2.0,7.0,I wish they had more flexible delivery times.
2780,25.0,10.0,8.0,Loved the variety and convenience of the meals!
2781,31.0,5.0,9.0,Loved the variety and convenience of the meals!
2782,18.0,1.0,6.0,"Good quality, needs more variety."
2783,27.0,1.0,5.0,I wish they had more flexible delivery times.
2784,22.0,10.0,5.0,I wish they had more flexible delivery times.
2785,23.0,2.0,6.0,"Good quality, needs more variety."
2786,30.0,1.0,6.0,"Good quality, needs more variety."
2787,26.0,5.0,5.0,"Good quality, needs more variety."
2788,15.0,12.0,4.0,I canceled my subscription after a week.
2789,20.0,2.0,6.0,"Not bad, but not outstanding either."
2790,30.0,2.0,7.0,"Some meals were great, others were average."
2791,27.0,14.0,8.0,The subscription saves me so much time!
2792,34.0,1.0,6.0,"Some meals were great, others were average."
2793,33.0,7.0,6.0,"The service was okay, but portions could be bigger."
2794,,,5.0,"Good quality, needs more variety."
2795,,14.0,7.0,"The service was okay, but portions could be bigger."
2796,25.0,1.0,5.0,I wish they had more flexible delivery times.
2797,,3.0,8.0,"Great meal plans, and customer service is fantastic."
2798,22.0,,,Too expensive for the portion size.
2799,14.0,23.0,6.0,"Good quality, needs more variety."
2800,33.0,,8.0,"Great meal plans, and customer service is fantastic."
2801,,2.0,7.0,"Not bad, but not outstanding either."
2802,20.0,8.0,10.0,Loved the variety and convenience of the meals!
2803,24.0,14.0,8.0,The subscription saves me so much time!
2804,25.0,2.0,5.0,"The service was okay, but portions could be bigger."
2805,20.0,1.0,7.0,I wish they had more flexible delivery times.
2806,16.0,,3.0,I canceled my subscription after a week.
2807,,4.0,7.0,I wish they had more flexible delivery times.
2808,23.0,18.0,5.0,"Good quality, needs more variety."
2809,,18.0,9.0,"Great meal plans, and customer service is fantastic."
2810,26.0,1.0,6.0,"Some meals were great, others were average."
2811,32.0,1.0,7.0,"Some meals were great, others were average."
2812,23.0,4.0,6.0,"Not bad, but not outstanding either."
2813,26.0,12.0,10.0,"Great meal plans, and customer service is fantastic."
2814,29.0,7.0,6.0,"Good quality, needs more variety."
2815,28.0,5.0,10.0,"Healthy, tasty, and super easy to prepare!"
2816,22.0,7.0,9.0,"Healthy, tasty, and super easy to prepare!"
2817,25.0,1.0,,"Great meal plans, and customer service is fantastic."
2818,28.0,,8.0,"Healthy, tasty, and super easy to prepare!"
2819,19.0,24.0,8.0,"Great meal plans, and customer service is fantastic."
2820,31.0,1.0,3.0,I canceled my subscription after a week.
2821,32.0,5.0,6.0,"Not bad, but not outstanding either."
2822,21.0,2.0,9.0,"Healthy, tasty, and super easy to prepare!"
2823,26.0,6.0,7.0,"Some meals were great, others were average."
2824,28.0,6.0,4.0,The ingredients didn’t seem fresh.
2825,,,7.0,"Some meals were great, others were average."
2826,27.0,15.0,10.0,Loved the variety and convenience of the meals!
2827,26.0,,9.0,The subscription saves me so much time!
2828,18.0,5.0,,"Some meals were great, others were average."
2829,27.0,1.0,,Loved the variety and convenience of the meals!
2830,19.0,12.0,,"Not bad, but not outstanding either."
2831,30.0,2.0,4.0,The meals were bland and arrived late!
2832,22.0,13.0,5.0,"Some meals were great, others were average."
2833,24.0,2.0,,"Healthy, tasty, and super easy to prepare!"
2834,32.0,1.0,6.0,"The service was okay, but portions could be bigger."
2835,,1.0,7.0,"Not bad, but not outstanding either."
2836,20.0,24.0,,I wish they had more flexible delivery times.
2837,20.0,3.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
2838,22.0,1.0,10.0,"Great meal plans, and customer service is fantastic."
2839,27.0,1.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
2840,27.0,2.0,7.0,"Some meals were great, others were average."
2841,21.0,1.0,,"Great meal plans, and customer service is fantastic."
2842,19.0,5.0,4.0,The ingredients didn’t seem fresh.
2843,26.0,1.0,10.0,"Healthy, tasty, and super easy to prepare!"
2844,,5.0,,I wish they had more flexible delivery times.
2845,36.0,,,"Not bad, but not outstanding either."
2846,25.0,4.0,5.0,"Not bad, but not outstanding either."
2847,34.0,7.0,6.0,"Some meals were great, others were average."
2848,19.0,1.0,5.0,"The service was okay, but portions could be bigger."
2849,17.0,,,I wish they had more flexible delivery times.
2850,19.0,2.0,6.0,"Good quality, needs more variety."
2851,31.0,2.0,,"Not bad, but not outstanding either."
2852,34.0,7.0,9.0,"Great meal plans, and customer service is fantastic."
2853,21.0,,5.0,"The service was okay, but portions could be bigger."
2854,23.0,7.0,7.0,"Good quality, needs more variety."
2855,19.0,1.0,9.0,The subscription saves me so much time!
2856,16.0,2.0,6.0,I wish they had more flexible delivery times.
2857,29.0,1.0,6.0,"Not bad, but not outstanding either."
2858,,6.0,7.0,"Some meals were great, others were average."
2859,,4.0,,The subscription saves me so much time!
2860,18.0,3.0,7.0,I wish they had more flexible delivery times.
2861,,12.0,6.0,I wish they had more flexible delivery times.
2862,22.0,1.0,,The subscription saves me so much time!
2863,,24.0,5.0,"Good quality, needs more variety."
2864,18.0,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2865,,11.0,8.0,"Great meal plans, and customer service is fantastic."
2866,26.0,3.0,6.0,"Good quality, needs more variety."
2867,,16.0,5.0,"Not bad, but not outstanding either."
2868,26.0,1.0,5.0,"Not bad, but not outstanding either."
2869,27.0,3.0,8.0,Loved the variety and convenience of the meals!
2870,19.0,3.0,9.0,"Great meal plans, and customer service is fantastic."
2871,26.0,24.0,6.0,I wish they had more flexible delivery times.
2872,26.0,,8.0,"Great meal plans, and customer service is fantastic."
2873,26.0,1.0,3.0,The ingredients didn’t seem fresh.
2874,,7.0,6.0,I wish they had more flexible delivery times.
2875,19.0,,,"The service was okay, but portions could be bigger."
2876,,1.0,,I wish they had more flexible delivery times.
2877,14.0,1.0,5.0,"Some meals were great, others were average."
2878,29.0,24.0,6.0,"Some meals were great, others were average."
2879,29.0,4.0,8.0,"Healthy, tasty, and super easy to prepare!"
2880,29.0,,7.0,"The service was okay, but portions could be bigger."
2881,27.0,,3.0,The meals were bland and arrived late!
2882,14.0,2.0,,Delivery was late.
2883,,5.0,6.0,"The service was okay, but portions could be bigger."
2884,26.0,3.0,8.0,"Great meal plans, and customer service is fantastic."
2885,26.0,4.0,2.0,Delivery was late.
2886,24.0,1.0,6.0,I wish they had more flexible delivery times.
2887,27.0,3.0,6.0,"The service was okay, but portions could be bigger."
2888,25.0,1.0,10.0,"Healthy, tasty, and super easy to prepare!"
2889,26.0,17.0,6.0,"Good quality, needs more variety."
2890,22.0,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2891,,,7.0,I wish they had more flexible delivery times.
2892,23.0,3.0,3.0,The meals were bland and arrived late!
2893,,5.0,9.0,The subscription saves me so much time!
2894,,2.0,7.0,"The service was okay, but portions could be bigger."
2895,23.0,9.0,,"Healthy, tasty, and super easy to prepare!"
2896,30.0,14.0,,Loved the variety and convenience of the meals!
2897,25.0,,3.0,I canceled my subscription after a week.
2898,24.0,2.0,10.0,"Healthy, tasty, and super easy to prepare!"
2899,19.0,9.0,,"Good quality, needs more variety."
2900,29.0,1.0,,"Healthy, tasty, and super easy to prepare!"
2901,22.0,8.0,,I wish they had more flexible delivery times.
2902,24.0,1.0,,I wish they had more flexible delivery times.
2903,,7.0,,"Not bad, but not outstanding either."
2904,28.0,5.0,8.0,Loved the variety and convenience of the meals!
2905,,1.0,4.0,Too expensive for the portion size.
2906,16.0,8.0,9.0,"Healthy, tasty, and super easy to prepare!"
2907,25.0,4.0,6.0,"Some meals were great, others were average."
2908,19.0,1.0,5.0,"Not bad, but not outstanding either."
2909,28.0,3.0,6.0,"Good quality, needs more variety."
2910,,5.0,10.0,"Healthy, tasty, and super easy to prepare!"
2911,26.0,1.0,6.0,"Not bad, but not outstanding either."
2912,21.0,24.0,8.0,The subscription saves me so much time!
2913,34.0,,6.0,"Not bad, but not outstanding either."
2914,,1.0,9.0,"Healthy, tasty, and super easy to prepare!"
2915,24.0,13.0,8.0,Loved the variety and convenience of the meals!
2916,,3.0,10.0,The subscription saves me so much time!
2917,25.0,,7.0,I wish they had more flexible delivery times.
2918,24.0,2.0,8.0,Loved the variety and convenience of the meals!
2919,,10.0,7.0,"Some meals were great, others were average."
2920,20.0,10.0,10.0,"Great meal plans, and customer service is fantastic."
2921,19.0,6.0,6.0,"Good quality, needs more variety."
2922,,2.0,,Loved the variety and convenience of the meals!
2923,,2.0,,"Not bad, but not outstanding either."
2924,12.0,,,"Not bad, but not outstanding either."
2925,27.0,1.0,,"Some meals were great, others were average."
2926,25.0,3.0,8.0,"Great meal plans, and customer service is fantastic."
2927,32.0,9.0,7.0,"Not bad, but not outstanding either."
2928,27.0,14.0,,"The service was okay, but portions could be bigger."
2929,18.0,3.0,10.0,The subscription saves me so much time!
2930,14.0,2.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
2931,21.0,14.0,9.0,Loved the variety and convenience of the meals!
2932,,17.0,6.0,"Some meals were great, others were average."
2933,30.0,4.0,5.0,"Some meals were great, others were average."
2934,25.0,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
2935,31.0,9.0,9.0,"Healthy, tasty, and super easy to prepare!"
2936,18.0,12.0,,The subscription saves me so much time!
2937,30.0,1.0,6.0,"Some meals were great, others were average."
2938,29.0,,7.0,"Good quality, needs more variety."
2939,15.0,7.0,4.0,The ingredients didn’t seem fresh.
2940,32.0,3.0,6.0,"The service was okay, but portions could be bigger."
2941,25.0,11.0,9.0,"Healthy, tasty, and super easy to prepare!"
2942,27.0,4.0,,"The service was okay, but portions could be bigger."
2943,21.0,9.0,8.0,"Great meal plans, and customer service is fantastic."
2944,31.0,5.0,7.0,"Not bad, but not outstanding either."
2945,19.0,2.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2946,29.0,7.0,5.0,"The service was okay, but portions could be bigger."
2947,29.0,10.0,7.0,"Not bad, but not outstanding either."
2948,20.0,24.0,1.0,The meals were bland and arrived late!
2949,35.0,3.0,7.0,"The service was okay, but portions could be bigger."
2950,26.0,1.0,4.0,I canceled my subscription after a week.
2951,,24.0,9.0,The subscription saves me so much time!
2952,,,9.0,"Healthy, tasty, and super easy to prepare!"
2953,36.0,23.0,8.0,"Great meal plans, and customer service is fantastic."
2954,,1.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
2955,30.0,3.0,,"Not bad, but not outstanding either."
2956,20.0,1.0,10.0,"Great meal plans, and customer service is fantastic."
2957,22.0,14.0,9.0,"Healthy, tasty, and super easy to prepare!"
2958,29.0,16.0,7.0,"The service was okay, but portions could be bigger."
2959,30.0,,9.0,The subscription saves me so much time!
2960,19.0,1.0,5.0,"Good quality, needs more variety."
2961,30.0,,5.0,"The service was okay, but portions could be bigger."
2962,30.0,7.0,6.0,"Not bad, but not outstanding either."
2963,20.0,5.0,6.0,"Some meals were great, others were average."
2964,33.0,,5.0,"The service was okay, but portions could be bigger."
2965,,,9.0,"Healthy, tasty, and super easy to prepare!"
2966,22.0,4.0,,"Good quality, needs more variety."
2967,27.0,,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2968,21.0,7.0,6.0,"Good quality, needs more variety."
2969,26.0,4.0,3.0,Too expensive for the portion size.
2970,26.0,20.0,8.0,"Healthy, tasty, and super easy to prepare!"
2971,24.0,8.0,3.0,I canceled my subscription after a week.
2972,29.0,4.0,,I wish they had more flexible delivery times.
2973,24.0,2.0,4.0,The ingredients didn’t seem fresh.
2974,26.0,18.0,10.0,Loved the variety and convenience of the meals!
2975,31.0,1.0,,"Healthy, tasty, and super easy to prepare!"
2976,29.0,3.0,7.0,"Not bad, but not outstanding either."
2977,29.0,22.0,10.0,The subscription saves me so much time!
2978,19.0,8.0,5.0,"The service was okay, but portions could be bigger."
2979,28.0,,8.0,"Healthy, tasty, and super easy to prepare!"
2980,21.0,1.0,7.0,"Not bad, but not outstanding either."
2981,19.0,14.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
2982,25.0,1.0,,Loved the variety and convenience of the meals!
2983,20.0,2.0,,Loved the variety and convenience of the meals!
2984,29.0,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
2985,29.0,1.0,4.0,Delivery was late.
2986,15.0,24.0,5.0,I wish they had more flexible delivery times.
2987,21.0,7.0,7.0,"Some meals were great, others were average."
2988,18.0,8.0,7.0,"The service was okay, but portions could be bigger."
2989,23.0,24.0,5.0,"Not bad, but not outstanding either."
2990,27.0,2.0,10.0,"Great meal plans, and customer service is fantastic."
2991,,1.0,,"Healthy, tasty, and super easy to prepare!"
2992,22.0,7.0,8.0,The subscription saves me so much time!
2993,32.0,,7.0,"The service was okay, but portions could be bigger."
2994,13.0,,7.0,"Not bad, but not outstanding either."
2995,31.0,1.0,5.0,"Good quality, needs more variety."
2996,22.0,4.0,,"Some meals were great, others were average."
2997,25.0,,8.0,"Healthy, tasty, and super easy to prepare!"
2998,22.0,2.0,5.0,"The service was okay, but portions could be bigger."
2999,33.0,2.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
3000,,3.0,7.0,"Good quality, needs more variety."
3001,25.0,3.0,3.0,I canceled my subscription after a week.
3002,,2.0,5.0,"Good quality, needs more variety."
3003,17.0,24.0,,I wish they had more flexible delivery times.
3004,20.0,21.0,10.0,The subscription saves me so much time!
3005,24.0,6.0,,"Healthy, tasty, and super easy to prepare!"
3006,,24.0,4.0,Delivery was late.
3007,21.0,24.0,8.0,"Great meal plans, and customer service is fantastic."
3008,,3.0,4.0,The meals were bland and arrived late!
3009,28.0,4.0,9.0,The subscription saves me so much time!
3010,,24.0,6.0,"Some meals were great, others were average."
3011,30.0,7.0,7.0,"Not bad, but not outstanding either."
3012,20.0,1.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
3013,19.0,9.0,4.0,The ingredients didn’t seem fresh.
3014,,1.0,4.0,Too expensive for the portion size.
3015,22.0,3.0,6.0,I wish they had more flexible delivery times.
3016,18.0,2.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
3017,16.0,2.0,4.0,Delivery was late.
3018,30.0,1.0,,Delivery was late.
3019,23.0,17.0,6.0,"The service was okay, but portions could be bigger."
3020,24.0,2.0,,The subscription saves me so much time!
3021,,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
3022,,1.0,,"Good quality, needs more variety."
3023,24.0,6.0,6.0,"The service was okay, but portions could be bigger."
3024,37.0,24.0,,Fresh ingredients and well-balanced meals—highly recommend!
3025,26.0,,3.0,The meals were bland and arrived late!
3026,30.0,1.0,6.0,"Good quality, needs more variety."
3027,29.0,,7.0,I wish they had more flexible delivery times.
3028,25.0,,,"Healthy, tasty, and super easy to prepare!"
3029,22.0,2.0,6.0,"Not bad, but not outstanding either."
3030,27.0,2.0,7.0,"The service was okay, but portions could be bigger."
3031,28.0,4.0,,I canceled my subscription after a week.
3032,22.0,3.0,6.0,"The service was okay, but portions could be bigger."
3033,26.0,19.0,8.0,"Healthy, tasty, and super easy to prepare!"
3034,31.0,1.0,5.0,"Some meals were great, others were average."
3035,,2.0,,I wish they had more flexible delivery times.
3036,29.0,13.0,8.0,The subscription saves me so much time!
3037,34.0,14.0,6.0,"Not bad, but not outstanding either."
3038,22.0,1.0,7.0,I wish they had more flexible delivery times.
3039,29.0,24.0,,"Not bad, but not outstanding either."
3040,32.0,9.0,,"The service was okay, but portions could be bigger."
3041,,2.0,8.0,"Healthy, tasty, and super easy to prepare!"
3042,23.0,4.0,,"The service was okay, but portions could be bigger."
3043,34.0,2.0,6.0,I wish they had more flexible delivery times.
3044,20.0,1.0,7.0,"Good quality, needs more variety."
3045,18.0,2.0,8.0,"Healthy, tasty, and super easy to prepare!"
3046,,6.0,,Too expensive for the portion size.
3047,31.0,13.0,9.0,The subscription saves me so much time!
3048,27.0,3.0,6.0,I wish they had more flexible delivery times.
3049,25.0,3.0,8.0,The subscription saves me so much time!
3050,23.0,5.0,,Loved the variety and convenience of the meals!
3051,26.0,8.0,4.0,Delivery was late.
3052,33.0,11.0,6.0,"Some meals were great, others were average."
3053,26.0,3.0,6.0,"Not bad, but not outstanding either."
3054,36.0,7.0,5.0,"Good quality, needs more variety."
3055,21.0,3.0,10.0,"Great meal plans, and customer service is fantastic."
3056,25.0,10.0,5.0,I wish they had more flexible delivery times.
3057,23.0,1.0,6.0,"Some meals were great, others were average."
3058,20.0,2.0,,"Some meals were great, others were average."
3059,,4.0,5.0,"Not bad, but not outstanding either."
3060,27.0,,6.0,I wish they had more flexible delivery times.
3061,28.0,6.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
3062,36.0,24.0,6.0,"Some meals were great, others were average."
3063,27.0,1.0,7.0,"Not bad, but not outstanding either."
3064,31.0,4.0,,"Good quality, needs more variety."
3065,25.0,4.0,4.0,Too expensive for the portion size.
3066,,7.0,8.0,"Great meal plans, and customer service is fantastic."
3067,37.0,13.0,10.0,"Healthy, tasty, and super easy to prepare!"
3068,,14.0,,I wish they had more flexible delivery times.
3069,20.0,8.0,7.0,"Some meals were great, others were average."
3070,22.0,8.0,8.0,Loved the variety and convenience of the meals!
3071,26.0,23.0,4.0,Too expensive for the portion size.
3072,27.0,3.0,10.0,Loved the variety and convenience of the meals!
3073,28.0,14.0,7.0,I wish they had more flexible delivery times.
3074,27.0,20.0,10.0,The subscription saves me so much time!
3075,25.0,5.0,6.0,I wish they had more flexible delivery times.
3076,,10.0,10.0,The subscription saves me so much time!
3077,27.0,3.0,9.0,The subscription saves me so much time!
3078,34.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
3079,30.0,7.0,7.0,"Some meals were great, others were average."
3080,28.0,1.0,7.0,"The service was okay, but portions could be bigger."
3081,30.0,4.0,9.0,"Great meal plans, and customer service is fantastic."
3082,23.0,16.0,7.0,"Not bad, but not outstanding either."
3083,22.0,1.0,3.0,The ingredients didn’t seem fresh.
3084,,1.0,5.0,I wish they had more flexible delivery times.
3085,24.0,7.0,7.0,"Some meals were great, others were average."
3086,23.0,3.0,8.0,"Great meal plans, and customer service is fantastic."
3087,31.0,4.0,7.0,"Good quality, needs more variety."
3088,23.0,4.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
